,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
1,1027,Ethereum,ETH,ethereum,9132,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120215726.06015156,120215726.06015156,True,,2,,,,2024-07-14T22:33:00.000Z,3250.913175873255,11108617420.736559,45.171,0.54113912,3.1141693,9.8779167,-6.14642604,7.6412114,4.46010795,390810887796.1166,17.4502,390810887796.12,,2024-07-14T22:33:00.000Z,,,,,,2024-07-14 19:35:58.838493
2,825,Tether USDt,USDT,tether,91528,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,112466925458.78345,116072162582.33752,True,,3,,,,2024-07-14T22:33:00.000Z,1.000552809277664,43182385018.284805,39.3311,0.03337797,0.0260739,0.06511688,0.08641198,0.00616704,0.02520931,112529098218.60742,5.0248,116136328350.69,,2024-07-14T22:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-07-14 19:35:58.838493
3,1839,BNB,BNB,bnb,2192,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147582260.27315888,147582260.27315888,False,,4,,,,2024-07-14T22:33:00.000Z,545.18725579123,1520805284.6437993,11.2354,0.62859671,3.15240517,9.80802559,-9.18692475,-6.98286068,-1.85888616,80459967481.79054,3.5928,80459967481.79,,2024-07-14T22:33:00.000Z,,,,,,2024-07-14 19:35:58.838493
4,5426,Solana,SOL,solana,701,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,464059130.93189436,580139488.2089664,True,,5,,,,2024-07-14T22:33:00.000Z,147.0171585141767,2113882571.147574,123.9959,-0.21838569,5.43527378,9.46058535,3.22367653,-5.92470136,6.06788389,68224654812.1654,3.0464,85290459098.35,,2024-07-14T22:33:00.000Z,,,,,,2024-07-14 19:35:58.838493
5,3408,USDC,USDC,usd-coin,20950,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,33953608292.031208,33953608292.031208,False,,6,,,,2024-07-14T22:33:00.000Z,1.0001900312465402,4518178680.715075,61.978,0.02311225,0.00897398,0.02244224,-0.01103538,0.03020277,0.02140865,33960060538.53948,1.5164,33960060538.54,,2024-07-14T22:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-07-14 19:35:58.838493
6,52,XRP,XRP,xrp,1352,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55805339473.0,99987452475.0,False,,7,,,,2024-07-14T22:34:00.000Z,0.5269264449457786,1665563264.461316,-38.6735,-0.33814389,-0.13713888,24.1734968,11.26014129,1.73775244,6.52363073,29405309137.500217,1.313,52692644494.58,,2024-07-14T22:34:00.000Z,,,,,,2024-07-14 19:35:58.838493
7,11419,Toncoin,TON,toncoin,458,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2506938358.6147456,5108989060.911147,True,,8,3414166606.0,25203578727.133568,,2024-07-14T22:33:00.000Z,7.382058825963916,177156635.92194614,16.4502,0.27471721,1.38927053,3.25004433,-9.82322135,5.84972565,11.10512153,18506366436.359474,0.8264,37714857788.85,,2024-07-14T22:33:00.000Z,,,,,,2024-07-14 19:35:58.838493
8,74,Dogecoin,DOGE,dogecoin,1022,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,145117456383.70523,145117456383.70523,True,,9,,,,2024-07-14T22:34:00.000Z,0.11517046206922534,542348671.4955955,17.9072,0.98305217,3.50238211,9.03214865,-14.22418335,-26.2415522,-27.87252453,16713244506.021986,0.7463,16713244506.02,,2024-07-14T22:34:00.000Z,,,,,,2024-07-14 19:35:58.838493
9,2010,Cardano,ADA,cardano,1212,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35881016713.037,37048613783.371,False,,10,,,,2024-07-14T22:33:00.000Z,0.4326538597436534,370699165.18072057,6.8685,-1.25889084,-1.4656847,22.95760685,5.27171638,-4.51075914,-5.23319539,15524060372.421995,0.6932,19469423688.46,,2024-07-14T22:33:00.000Z,,,,,,2024-07-14 19:35:58.838493
10,1958,TRON,TRX,tron,999,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87123922828.25409,87123923374.93063,True,,11,71659659264.0,9867610998.43079,,2024-07-14T22:33:00.000Z,0.13770105942142022,305957547.8815169,-14.5117,-0.21525454,-1.8685173,9.9093368,18.34298185,9.02383681,23.70094433,11997056474.400646,0.5357,11997056549.68,,2024-07-14T22:33:00.000Z,,,,,,2024-07-14 19:35:58.838493
11,5805,Avalanche,AVAX,avalanche,751,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,394488696.85095835,443835066.85095835,False,,12,,,,2024-07-14T22:33:00.000Z,26.27452950530067,255648036.24315667,3.8175,0.37325374,2.64161414,1.42581944,-13.16879713,-24.23834004,-25.37587969,10365004904.918118,0.4628,18805960835.75,,2024-07-14T22:33:00.000Z,,,,,,2024-07-14 19:35:58.838493
12,5994,Shiba Inu,SHIB,shiba-inu,844,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589270744614710.6,589519213218776.2,False,,13,,,,2024-07-14T22:33:00.000Z,1.7519393897882915e-05,234643921.79857063,4.8718,0.71193778,3.51505783,11.8761716,-13.42187217,-30.76749054,-19.61287048,10323666287.403883,0.461,10328019306.75,,2024-07-14T22:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-07-14 19:35:58.838493
13,6636,Polkadot,DOT,polkadot-new,792,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431.368154,1437953431.368154,True,,14,1468871261.4665897,9281461167.386282,,2024-07-14T22:34:00.000Z,6.318771025664453,144873789.07028985,31.4886,-0.16273726,1.71692289,6.01260451,2.87089792,-9.21328795,-5.79934935,9086098478.38387,0.4057,9086098478.38,,2024-07-14T22:34:00.000Z,,,,,,2024-07-14 19:35:58.838493
14,1975,Chainlink,LINK,chainlink,1814,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,608099970.4527867,1000000000.0,False,,15,,,,2024-07-14T22:33:00.000Z,13.45497425402199,280796169.7008436,36.7783,0.65917857,4.17759743,8.01896237,-8.32881558,-2.9758364,-0.98118625,8181969446.313777,0.3653,13454974254.02,,2024-07-14T22:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-07-14 19:35:58.838493
0,1,Bitcoin,BTC,bitcoin,11597,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19720325.0,19720325.0,False,,1,,,,2024-07-14T22:35:00.000Z,60995.61163132212,24013292148.742725,67.0897,0.27732639,4.27921761,7.97044698,-7.46226409,-7.91300312,-3.71730252,1202853284943.4524,53.7089,1280907844257.76,,2024-07-14T22:35:00.000Z,,,,,,2024-07-14 19:36:59.428793
1,1027,Ethereum,ETH,ethereum,9132,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120215726.06015156,120215726.06015156,True,,2,,,,2024-07-14T22:34:00.000Z,3251.5214524123544,11110193995.026327,45.1516,0.5510821,3.07167291,9.94557058,-6.13984493,7.64235623,4.24873965,390884012201.9097,17.4535,390884012201.91,,2024-07-14T22:34:00.000Z,,,,,,2024-07-14 19:36:59.428793
2,825,Tether USDt,USDT,tether,91528,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,112466925458.78345,116072162582.33752,True,,3,,,,2024-07-14T22:34:00.000Z,1.000352388586342,43187871944.67768,39.3058,0.00914493,-0.0008687,0.0478873,0.08235391,-0.01868864,0.00873785,112506557519.65608,5.0238,116113065087.62,,2024-07-14T22:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-07-14 19:36:59.428793
3,1839,BNB,BNB,bnb,2192,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147582260.27315888,147582260.27315888,False,,4,,,,2024-07-14T22:34:00.000Z,545.0774789950578,1520757831.4147775,11.2547,0.55752272,3.07035348,9.73790678,-9.14877676,-6.99115533,-2.03411717,80443766374.08592,3.5921,80443766374.09,,2024-07-14T22:34:00.000Z,,,,,,2024-07-14 19:36:59.428793
4,5426,Solana,SOL,solana,701,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,464059130.93189436,580139488.2089664,True,,5,,,,2024-07-14T22:34:00.000Z,146.8543168358348,2113984042.7632604,123.8655,-0.34499463,5.29311658,9.32569104,3.18627228,-6.02059509,5.78044211,68149086644.434555,3.0431,85195988210.42,,2024-07-14T22:34:00.000Z,,,,,,2024-07-14 19:36:59.428793
5,3408,USDC,USDC,usd-coin,20950,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,33953608292.031208,33953608292.031208,False,,6,,,,2024-07-14T22:34:00.000Z,1.0000413485265358,4517632322.739097,61.941,0.00796875,0.00030966,0.00721013,-0.0070107,0.01004999,0.00739549,33955012223.70466,1.5162,33955012223.7,,2024-07-14T22:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-07-14 19:36:59.428793
6,52,XRP,XRP,xrp,1352,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55805339473.0,99987452475.0,False,,7,,,,2024-07-14T22:35:00.000Z,0.5269246867133754,1665714590.3455548,-38.7271,-0.33399268,-0.08334979,24.18627365,11.26508336,1.73191501,6.49772296,29405211018.74409,1.313,52692468671.34,,2024-07-14T22:35:00.000Z,,,,,,2024-07-14 19:36:59.428793
7,11419,Toncoin,TON,toncoin,458,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2506938358.6147456,5108989060.911147,True,,8,3414166606.0,25204696324.259277,,2024-07-14T22:34:00.000Z,7.38238616708539,177013581.17083797,16.2571,0.26661196,1.42131789,3.23699009,-9.64137223,5.71380792,11.19036998,18507187060.373253,0.8264,37716530171.06,,2024-07-14T22:34:00.000Z,,,,,,2024-07-14 19:36:59.428793
8,74,Dogecoin,DOGE,dogecoin,1022,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,145117456383.70523,145117456383.70523,True,,9,,,,2024-07-14T22:35:00.000Z,0.11515213293686428,542596070.5079325,17.8152,0.99181199,3.48147257,9.01885785,-14.2375327,-26.25623063,-27.91299253,16710584628.95603,0.7462,16710584628.96,,2024-07-14T22:35:00.000Z,,,,,,2024-07-14 19:36:59.428793
9,2010,Cardano,ADA,cardano,1212,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35881016713.037,37048613783.371,False,,10,,,,2024-07-14T22:34:00.000Z,0.43231385222811375,370712184.79548734,6.8436,-1.3140452,-1.60154423,22.82218714,5.24786398,-4.58938371,-5.4169804,15511860557.074358,0.6927,19454123350.27,,2024-07-14T22:34:00.000Z,,,,,,2024-07-14 19:36:59.428793
10,1958,TRON,TRX,tron,999,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87123922828.25409,87123923374.93063,True,,11,71659659264.0,9861170278.22828,,2024-07-14T22:34:00.000Z,0.13761118011877405,306006574.30524623,-14.5119,-0.25697595,-2.00749496,9.88382067,18.31597245,8.95425823,23.49552726,11989225836.973043,0.5354,11989225912.2,,2024-07-14T22:34:00.000Z,,,,,,2024-07-14 19:36:59.428793
11,5805,Avalanche,AVAX,avalanche,751,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,394488696.85095835,443835066.85095835,False,,12,,,,2024-07-14T22:34:00.000Z,26.287713601504237,255605671.46097577,3.7482,0.4428677,2.62141937,1.53052404,-13.098681,-24.21931894,-25.37171172,10370205881.84862,0.4631,18815397335.72,,2024-07-14T22:34:00.000Z,,,,,,2024-07-14 19:36:59.428793
12,5994,Shiba Inu,SHIB,shiba-inu,844,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589270744614710.6,589519213218776.2,False,,13,,,,2024-07-14T22:34:00.000Z,1.75160993640972e-05,234692571.79272887,4.8043,0.7918726,3.45695946,11.80612662,-13.33723322,-30.82278535,-19.78110074,10321724915.026817,0.4609,10326077115.78,,2024-07-14T22:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-07-14 19:36:59.428793
13,6636,Polkadot,DOT,polkadot-new,792,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431.368154,1437953431.368154,True,,14,1468871261.4665897,9281461167.386282,,2024-07-14T22:34:00.000Z,6.318771025664453,144873789.07028985,31.4886,-0.16273726,1.71692289,6.01260451,2.87089792,-9.21328795,-5.79934935,9086098478.38387,0.4057,9086098478.38,,2024-07-14T22:34:00.000Z,,,,,,2024-07-14 19:36:59.428793
14,1975,Chainlink,LINK,chainlink,1814,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,608099970.4527867,1000000000.0,False,,15,,,,2024-07-14T22:34:00.000Z,13.448140857921429,280979566.89963746,36.8543,0.49671715,4.10692228,7.89024792,-8.3068078,-3.10502714,-1.21448842,8177814058.346934,0.3652,13448140857.92,,2024-07-14T22:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-07-14 19:36:59.428793
